FINAL Sample NAME,Sequential G3 Sample No.,Biological Replicate No. (if applicable),Technical Replicate No. (if applicable),Negative control,Cruise/ Expedition ID,Cruise/ Expedition ID,Collection Date (UTC),Collection Date (local),Field Sample Name,Dive No./ Station No./ Cast No.,Rosette position,Sampling method,Preservation,Region,Area within region,Additional Description Sampling Location,Depth (m),Altitude (m),"Latitude      (D° M' S"")","Longitude           (D° M' S"")",Latitude & Longitude (D.D°),Start time  (local),End time (local),Start time (UTC),End time (UTC),Sample volume (ml),Temp (°C),pH,Salinity (ppt),Oxygen (µM),Methane (nmol/L),Other chem,Other chem (units X),Personnel Responsible for Collecting Sample,Field Notes,Extracted,Elution Volume (µl),Extraction Yield (ng/µl),Extraction/PCR Notes,WS & BS Sample Location,Sent for Sequencing,Sequencing completed,Sequencing Notes
E1872.OC0723,1872,,,FALSE,OC0723,OCNMS July 2023,,7/20/2023,PPS Port 24,,,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,34.0,,47˚ 52.699' N,124˚ 44.187' W,,12:01,12:18,,,1001,,,,,,,,,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1873.OC0723,1873,,,FALSE,OC0723,OCNMS July 2023,,7/26/2023,,,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.6,,47˚ 52.699' N,124˚ 44.187' W,,12:54,13:05,,,1000,8.1,,33.7,3.53 mg/L,,,,Shannon Brown,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1874.OC0723,1874,,,FALSE,OC0723,OCNMS July 2023,,7/26/2023,,,5,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,,47˚ 52.699' N,124˚ 44.187' W,,12:54,13:05,,,1000,8.1,,33.7,3.52 mg/L,,,,Shannon Brown,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1875.OC0723,1875,,,FALSE,OC0723,OCNMS July 2023,,7/26/2023,,,11,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,,47˚ 52.699' N,124˚ 44.187' W,,12:54,13:05,,,1000,8.1,,33.7,3.53 mg/L,,,,Shannon Brown,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E1876.NC.OC0723,1876,,,TRUE,OC0723,OCNMS July 2023,,,,-,-,Sterivex 0.22µm filter,95% EtOH,,,,,,,,,,,,,1000,,,,,,,,Shannon Brown,,TRUE,100,OCNMS_ExtractionSheet,,,TRUE,FALSE,At Sequencing Center (R2)
E2128.1B.OC0919,2128,1,,FALSE,OC0919,,,,CP2,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CANS,,Surface,,48° 09.978',124° 45.410',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2128.2B.OC0919,2128,2,,FALSE,OC0919,,,,CP35,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CANS,,Surface,,48° 09.978',124° 45.410',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2128.3B.OC0919,2128,3,,FALSE,OC0919,,,,CP24,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CANS,,Surface,,48° 09.978',124° 45.410',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2128.4B.OC0919,2128,4,,FALSE,OC0919,,,,CP30,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CANS,,Surface,,48° 09.978',124° 45.410',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2129.1B.OC0919,2129,1,,FALSE,OC0919,,,,CP1,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CA42,,Surface,,48° 09.961',124° 49.402,,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2129.2B.OC0919,2129,2,,FALSE,OC0919,,,,CP13,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CA42,,Surface,,48° 09.961',124° 49.402,,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2129.3B.OC0919,2129,3,,FALSE,OC0919,,,,CP3,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CA42,,Surface,,48° 09.961',124° 49.402,,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2129.4B.OC0919,2129,4,,FALSE,OC0919,,,,CP4,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CA42,,Surface,,48° 09.961',124° 49.402,,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2129.5B.OC0919,2129,5,,FALSE,OC0919,,,,CP25,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CA42,,Surface,,48° 09.961',124° 49.402,,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2130.1B.OC0919,2130,1,,FALSE,OC0919,,,,CP12,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CENS,,Surface,,47° 21.407',124° 20.888',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2130.2B.OC0919,2130,2,,FALSE,OC0919,,,,CP40,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CENS,,Surface,,47° 21.407',124° 20.888',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2130.3B.OC0919,2130,3,,FALSE,OC0919,,,,CP41,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CENS,,Surface,,47° 21.407',124° 20.888',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2130.4B.OC0919,2130,4,,FALSE,OC0919,,,,CP42,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CENS,,Surface,,47° 21.407',124° 20.888',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2130.5B.OC0919,2130,5,,FALSE,OC0919,,,,CP43,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CENS,,Surface,,47° 21.407',124° 20.888',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2131.1B.OC0919,2131,1,,FALSE,OC0919,,,,CP11,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CE42,,Surface,,47° 21.188',124° 29.324',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2131.2B.OC0919,2131,2,,FALSE,OC0919,,,,CP38,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CE42,,Surface,,47° 21.188',124° 29.324',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2131.3B.OC0919,2131,3,,FALSE,OC0919,,,,CP23,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CE42,,Surface,,47° 21.188',124° 29.324',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2131.4B.OC0919,2131,4,,FALSE,OC0919,,,,CP39,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CE42,,Surface,,47° 21.188',124° 29.324',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2131.5B.OC0919,2131,5,,FALSE,OC0919,,,,CP17,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CE42,,Surface,,47° 21.188',124° 29.324',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2132.1B.OC0919,2132,1,,FALSE,OC0919,,,,CP7,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CLNS,,Surface,,47° 36.050',124° 25.704',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2132.2B.OC0919,2132,2,,FALSE,OC0919,,,,CP21,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CLNS,,Surface,,47° 36.050',124° 25.704',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2132.3B.OC0919,2132,3,,FALSE,OC0919,,,,CP34,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CLNS,,Surface,,47° 36.050',124° 25.704',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2132.4B.OC0919,2132,4,,FALSE,OC0919,,,,CP33,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CLNS,,Surface,,47° 36.050',124° 25.704',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2132.5B.OC0919,2132,5,,FALSE,OC0919,,,,CP16,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CLNS,,Surface,,47° 36.050',124° 25.704',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2133.1B.OC0919,2133,1,,FALSE,OC0919,,,,CP8,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CL42,,Surface,,47° 35.674',124° 29.824',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2133.2B.OC0919,2133,2,,FALSE,OC0919,,,,CP19,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CL42,,Surface,,47° 35.674',124° 29.824',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2133.3B.OC0919,2133,3,,FALSE,OC0919,,,,CP44,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CL42,,Surface,,47° 35.674',124° 29.824',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2133.4B.OC0919,2133,4,,FALSE,OC0919,,,,CP45,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CL42,,Surface,,47° 35.674',124° 29.824',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2133.5B.OC0919,2133,5,,FALSE,OC0919,,,,CP46,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,CL42,,Surface,,47° 35.674',124° 29.824',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2134.1B.OC0919,2134,1,,FALSE,OC0919,,,,CP5,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,MB42,,Surface,,48° 19.438',124° 44.123',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2134.2B.OC0919,2134,2,,FALSE,OC0919,,,,CP26,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,MB42,,Surface,,48° 19.438',124° 44.123',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2134.3B.OC0919,2134,3,,FALSE,OC0919,,,,CP22,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,MB42,,Surface,,48° 19.438',124° 44.123',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2134.4B.OC0919,2134,4,,FALSE,OC0919,,,,CP28,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,MB42,,Surface,,48° 19.438',124° 44.123',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2134.5B.OC0919,2134,5,,FALSE,OC0919,,,,CP14,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,MB42,,Surface,,48° 19.438',124° 44.123',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2135.1B.OC0919,2135,1,,FALSE,OC0919,,,,CP9,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,THNS,,Surface,,47° 52.567',124° 37.168',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2135.2B.OC0919,2135,2,,FALSE,OC0919,,,,CP29,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,THNS,,Surface,,47° 52.567',124° 37.168',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2135.3B.OC0919,2135,3,,FALSE,OC0919,,,,CP15,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,THNS,,Surface,,47° 52.567',124° 37.168',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2135.4B.OC0919,2135,4,,FALSE,OC0919,,,,CP31,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,THNS,,Surface,,47° 52.567',124° 37.168',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2135.5B.OC0919,2135,5,,FALSE,OC0919,,,,CP32,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,THNS,,Surface,,47° 52.567',124° 37.168',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2136.1B.OC0919,2136,1,,FALSE,OC0919,,,,CP36,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,TH42,,Surface,,47° 52.569',124° 44.005',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2136.2B.OC0919,2136,2,,FALSE,OC0919,,,,CP37,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,TH42,,Surface,,47° 52.569',124° 44.005',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2136.3B.OC0919,2136,3,,FALSE,OC0919,,,,CP10,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,TH42,,Surface,,47° 52.569',124° 44.005',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2136.4B.OC0919,2136,4,,FALSE,OC0919,,,,CP20,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,TH42,,Surface,,47° 52.569',124° 44.005',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2136.5B.OC0919,2136,5,,FALSE,OC0919,,,,CP27,,,Bottle; 0.45µm MCE cup filter,750 µL CTAB,,TH42,,Surface,,47° 52.569',124° 44.005',,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2137.1B.OC0919,2137,1,,FALSE,OC0919,,,,CP6,,,Niskin; 0.45µm MCE cup filter,750 µL CTAB,,,,,,,,,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2137.2B.OC0919,2137,2,,FALSE,OC0919,,,,CP18,,,Niskin; 0.45µm MCE cup filter,750 µL CTAB,,,,,,,,,,,,,,,,,,,,,Christopher Paight,,TRUE,,OCNMS_ExtractionSheet,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,,TRUE,FALSE,18S/16S done; other markers pending (R3)
E2302.NC.OC0524,2302,,,TRUE,OC0524,,,,PPS NC,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2303.OC0524,2303,,,FALSE,OC0524,,,,PPS Port 1,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2304.OC0524,2304,,,FALSE,OC0524,,,,PPS Port 2,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2305.OC0524,2305,,,FALSE,OC0524,,,,PPS Port 3,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2306.OC0524,2306,,,FALSE,OC0524,,,,PPS Port 4,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2307.OC0524,2307,,,FALSE,OC0524,,,,PPS Port 5,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2308.OC0524,2308,,,FALSE,OC0524,,,,PPS Port 6,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2309.OC0524,2309,,,FALSE,OC0524,,,,PPS Port 7,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2310.OC0524,2310,,,FALSE,OC0524,,,,PPS Port 8,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2311.OC0524,2311,,,FALSE,OC0524,,,,PPS Port 9,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2312.OC0524,2312,,,FALSE,OC0524,,,,PPS Port 10,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2313.OC0524,2313,,,FALSE,OC0524,,,,PPS Port 11,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2314.OC0524,2314,,,FALSE,OC0524,,,,PPS Port 12,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2315.OC0524,2315,,,FALSE,OC0524,,,,PPS Port 13,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2316.OC0524,2316,,,FALSE,OC0524,,,,PPS Port 14,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2317.OC0524,2317,,,FALSE,OC0524,,,,PPS Port 15,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2318.OC0524,2318,,,FALSE,OC0524,,,,PPS Port 16,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2319.OC0524,2319,,,FALSE,OC0524,,,,PPS Port 17,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2320.OC0524,2320,,,FALSE,OC0524,,,,PPS Port 18,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2321.OC0524,2321,,,FALSE,OC0524,,,,PPS Port 19,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2322.OC0524,2322,,,FALSE,OC0524,,,,PPS Port 20,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2323.OC0524,2323,,,FALSE,OC0524,,,,PPS Port 21,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2324.OC0524,2324,,,FALSE,OC0524,,,,PPS Port 22,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2325.OC0524,2325,,,FALSE,OC0524,,,,PPS Port 23,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2326.OC0524,2326,,,FALSE,OC0524,,,,PPS Port 24,-,-,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,,,,47° 52.55' N,124° 44.32 W',,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2327.1T.OC0524,2327,,1,FALSE,OC0524,May 2024 PPS Deployment,,05/09/24,,1,-,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,,1.0,,47° 52.54' N,124° 44.24 W',,11:15,,,,1000,,,,,,,,Sam Setta and Shannon Brown,,FALSE,,,,,FALSE,FALSE,
